img_url,lote,url,descripcion,apartado,img_desc,lotehead,precio,numerolote
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26968_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26968_b.jpg']",Lot 280,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18472/26a-subasta-online-24-05-16,"1 Peseta. Monistrol de Bages (Barcelona), Ay. Muy escaso así. SC",BILLETES LOCALES,"['1 Peseta. Monistrol de Bages (Barcelona), Ay...', '1 Peseta. Monistrol de Bages (Barcelona), Ay...']",['Lot No 280: 26ª Subasta Online · 24.05.16'],30 €,18472
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26971_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26971_b.jpg']",Lot 281,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18473/26a-subasta-online-24-05-16,"25 Céntimos. Montcada i Reixac (Barcelona), Ay. Mayo 1937. EBC",BILLETES LOCALES,"['25 Céntimos. Montcada i Reixac (Barcelona), Ay...', '25 Céntimos. Montcada i Reixac (Barcelona), Ay...']",['Lot No 281: 26ª Subasta Online · 24.05.16'],10 €,18473
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26972_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26972_b.jpg']",Lot 282,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18474/26a-subasta-online-24-05-16,"1 Peseta. Mora de Ebro (Tarragona), Ay. 10 Junio 1937. Serie B. Celo en reverso por doblez, si no BC+",BILLETES LOCALES,"['1 Peseta. Mora de Ebro (Tarragona), Ay. 10 Junio 1937...', '1 Peseta. Mora de Ebro (Tarragona), Ay. 10 Junio 1937...']",['Lot No 282: 26ª Subasta Online · 24.05.16'],12 €,18474
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26973_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26973_b.jpg']",Lot 283,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18475/26a-subasta-online-24-05-16,"1 Peseta. Navás (Barcelona), Ay. Junio 1937. MBC",BILLETES LOCALES,"['1 Peseta. Navás (Barcelona), Ay. Junio 1937...', '1 Peseta. Navás (Barcelona), Ay. Junio 1937...']",['Lot No 283: 26ª Subasta Online · 24.05.16'],10 €,18475
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26984_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26984_b.jpg']",Lot 284,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18476/26a-subasta-online-24-05-16,"50 Céntimos. Ódena (Barcelona), Ay. Tampón y numeración en rev. Cartón. Algo sucio, si no MBC",BILLETES LOCALES,"['50 Céntimos. Ódena (Barcelona), Ay. Tampón y numeración en rev...', '50 Céntimos. Ódena (Barcelona), Ay. Tampón y numeración en rev...']",['Lot No 284: 26ª Subasta Online · 24.05.16'],15 €,18476
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26985_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26985_b.jpg']",Lot 285,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18477/26a-subasta-online-24-05-16,"1 Peseta. Olot (Gerona), C.M. 23 Junio 1937. Serie B. Pico faltado y sucio, si no BC",BILLETES LOCALES,"['1 Peseta. Olot (Gerona), C.M. 23 Junio 1937...', '1 Peseta. Olot (Gerona), C.M. 23 Junio 1937...']",['Lot No 285: 26ª Subasta Online · 24.05.16'],5 €,18477
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26974_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26974_b.jpg']",Lot 286,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18478/26a-subasta-online-24-05-16,"25 Céntimos. Olván (Barcelona), Ay. BC. BC-",BILLETES LOCALES,"['25 Céntimos. Olván (Barcelona), Ay. BC...', '25 Céntimos. Olván (Barcelona), Ay. BC...']",['Lot No 286: 26ª Subasta Online · 24.05.16'],9 €,18478
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26986_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26986_b.jpg']",Lot 287,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18479/26a-subasta-online-24-05-16,"1 Peseta. Palamós (Gerona), Ay. 11 Mayo 1937. Serie B. Sucio y roturas, si no BC",BILLETES LOCALES,"['1 Peseta. Palamós (Gerona), Ay. 11 Mayo 1937...', '1 Peseta. Palamós (Gerona), Ay. 11 Mayo 1937...']",['Lot No 287: 26ª Subasta Online · 24.05.16'],10 €,18479
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26975_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26975_b.jpg']",Lot 288,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18480/26a-subasta-online-24-05-16,"5 Céntimos. Premiá de Mar (Barcelona), Ay. Septiembre 1937. BC+",BILLETES LOCALES,"['5 Céntimos. Premiá de Mar (Barcelona), Ay...', '5 Céntimos. Premiá de Mar (Barcelona), Ay...']",['Lot No 288: 26ª Subasta Online · 24.05.16'],7 €,18480
"['http://subastas.numismaticaycoleccionismo.es/imagenes/27067_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/27067_b.jpg']",Lot 289,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18481/26a-subasta-online-24-05-16,"1 Peseta. Pulpí (Almería), C.M. 25 Agosto 1937. SC",BILLETES LOCALES,"['1 Peseta. Pulpí (Almería), C.M. 25 Agosto 1937...', '1 Peseta. Pulpí (Almería), C.M. 25 Agosto 1937...']",['Lot No 289: 26ª Subasta Online · 24.05.16'],12 €,18481
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26989_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26989_b.jpg']",Lot 290,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18482/26a-subasta-online-24-05-16,"1 Peseta. Ripoll (Gerona), Ay. Octubre 1937. Sello en seco. MBC",BILLETES LOCALES,"['1 Peseta. Ripoll (Gerona), Ay. Octubre 1937...', '1 Peseta. Ripoll (Gerona), Ay. Octubre 1937...']",['Lot No 290: 26ª Subasta Online · 24.05.16'],7 €,18482
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26976_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26976_b.jpg']",Lot 291,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18483/26a-subasta-online-24-05-16,"1 Peseta. Ribes de Freser (Gerona), C.M. Mayo 1937. Papel pegado de época por roturas, si no RC",BILLETES LOCALES,"['1 Peseta. Ribes de Freser (Gerona), C.M. Mayo 1937...', '1 Peseta. Ribes de Freser (Gerona), C.M. Mayo 1937...']",['Lot No 291: 26ª Subasta Online · 24.05.16'],3 €,18483
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26978_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26978_b.jpg']",Lot 292,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18484/26a-subasta-online-24-05-16,"1 Peseta. Ripoll del Valles (Barcelona), Ay. 21 Abril 1937. Pegado con celo, si no BC+",BILLETES LOCALES,"['1 Peseta. Ripoll del Valles (Barcelona), Ay...', '1 Peseta. Ripoll del Valles (Barcelona), Ay...']",['Lot No 292: 26ª Subasta Online · 24.05.16'],4 €,18484
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26987_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26987_b.jpg']",Lot 293,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18485/26a-subasta-online-24-05-16,"50 Céntimos. Roda de Ter (Barcelona), Ay. 23 Junio 1937. Sucio, si no BC-",BILLETES LOCALES,"['50 Céntimos. Roda de Ter (Barcelona), Ay...', '50 Céntimos. Roda de Ter (Barcelona), Ay...']",['Lot No 293: 26ª Subasta Online · 24.05.16'],10 €,18485
['http://subastas.numismaticaycoleccionismo.es/imagenes/26988_a.jpg'],Lot 294,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18486/26a-subasta-online-24-05-16,"Roses de Llobregat (Barcelona), C.M. Lote de 2 billetes. Peseta y 2 Pesetas. 20 Mayo 1937. Con sello en seco. El de peseta presenta rotura en margen inferior, si no EBC/MBC",BILLETES LOCALES,"['Roses de Llobregat (Barcelona), C.M. Lote de 2 billetes...']",['Lot No 294: 26ª Subasta Online · 24.05.16'],20 €,18486
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26977_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26977_b.jpg']",Lot 295,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18487/26a-subasta-online-24-05-16,"25 Céntimos. Riudor de Bages (Barcelona), Ay. Julio 1937. Rotura por doblez central, si no BC",BILLETES LOCALES,"['25 Céntimos. Riudor de Bages (Barcelona), Ay...', '25 Céntimos. Riudor de Bages (Barcelona), Ay...']",['Lot No 295: 26ª Subasta Online · 24.05.16'],10 €,18487
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26980_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26980_b.jpg']",Lot 296,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18488/26a-subasta-online-24-05-16,"25 Céntimos. Sabadell (Barcelona), Ay. 6 Octubre 1937. SC",BILLETES LOCALES,"['25 Céntimos. Sabadell (Barcelona), Ay. 6 Octubre 1937...', '25 Céntimos. Sabadell (Barcelona), Ay. 6 Octubre 1937...']",['Lot No 296: 26ª Subasta Online · 24.05.16'],8 €,18488
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26981_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26981_b.jpg']",Lot 297,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18489/26a-subasta-online-24-05-16,"25 Céntimos. Sallent (Barcelona), C.M. Mayo 1937. Serie A. BC-",BILLETES LOCALES,"['25 Céntimos. Sallent (Barcelona), C.M. Mayo 1937...', '25 Céntimos. Sallent (Barcelona), C.M. Mayo 1937...']",['Lot No 297: 26ª Subasta Online · 24.05.16'],6 €,18489
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26979_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26979_b.jpg']",Lot 298,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18490/26a-subasta-online-24-05-16,"25 Céntimos. Segarra de Gaia (Tarragona), C.M. Septiembre 1937. Serie B. Roturas, si no BC-",BILLETES LOCALES,"['25 Céntimos. Segarra de Gaia (Tarragona), C...', '25 Céntimos. Segarra de Gaia (Tarragona), C...']",['Lot No 298: 26ª Subasta Online · 24.05.16'],6 €,18490
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26991_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26991_b.jpg']",Lot 299,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18491/26a-subasta-online-24-05-16,"1 Peseta. Seguries de Ter (Gerona), Ay. Mayo 1937. Con sello en seco. Roturas, si no BC-. Escaso",BILLETES LOCALES,"['1 Peseta. Seguries de Ter (Gerona), Ay. Mayo 1937...', '1 Peseta. Seguries de Ter (Gerona), Ay. Mayo 1937...']",['Lot No 299: 26ª Subasta Online · 24.05.16'],12 €,18491
['http://subastas.numismaticaycoleccionismo.es/imagenes/26990_a.jpg'],Lot 300,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18492/26a-subasta-online-24-05-16,"Solsona (Lérida), Ay. Lote de 2 billetes. 50 Céntimos y Peseta. 1 Septiembre 1937. Algo sucios, si no BC+",BILLETES LOCALES,"['Solsona (Lérida), Ay. Lote de 2 billetes...']",['Lot No 300: 26ª Subasta Online · 24.05.16'],12 €,18492
['http://subastas.numismaticaycoleccionismo.es/imagenes/26992_a.jpg'],Lot 301,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18493/26a-subasta-online-24-05-16,"Tarragona, Ay. Lote de 2 billetes. 25 Céntimos y Peseta. 18 Mayo 1937. EBC/MBC+",BILLETES LOCALES,"['Tarragona, Ay. Lote de 2 billetes. 25 Céntimos y Peseta...']",['Lot No 301: 26ª Subasta Online · 24.05.16'],12 €,18493
['http://subastas.numismaticaycoleccionismo.es/imagenes/26993_a.jpg'],Lot 302,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18494/26a-subasta-online-24-05-16,"Tárrega (Lérida). Ay. Lote de 3 billetes. 25 y 50 Céntimos y Peseta. Junio y Agosto 1937. Los tres con sello en seco. El de 25 Céntimos sucio y con rotura en margen, si no BC-. Los otros dos EBC/MBC+. Escaso",BILLETES LOCALES,['Tárrega (Lérida). Ay. Lote de 3 billetes...'],['Lot No 302: 26ª Subasta Online · 24.05.16'],35 €,18494
['http://subastas.numismaticaycoleccionismo.es/imagenes/26983_a.jpg'],Lot 303,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18495/26a-subasta-online-24-05-16,"Terrassa (Barcelona), C.M. Lote de 2 billetes. 50 Céntimos y Peseta. Mayo 1937. Con sello en seco. MBC+ a BC+",BILLETES LOCALES,"['Terrassa (Barcelona), C.M. Lote de 2 billetes...']",['Lot No 303: 26ª Subasta Online · 24.05.16'],20 €,18495
['http://subastas.numismaticaycoleccionismo.es/imagenes/26982_a.jpg'],Lot 304,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18496/26a-subasta-online-24-05-16,"Torelló (Barcelona), C.M. Lote de 2 billetes. 25 Céntimos y Peseta. 1937. Algo sucios, si no MBC- a BC",BILLETES LOCALES,"['Torelló (Barcelona), C.M. Lote de 2 billetes...']",['Lot No 304: 26ª Subasta Online · 24.05.16'],22 €,18496
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26966_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26966_b.jpg']",Lot 305,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18497/26a-subasta-online-24-05-16,"25 Céntimos. Torralba de Calatrava (C. Real), C.M. Tampón en reverso. De cartulina. Algo sucio, si no MBC. Muy escaso",BILLETES LOCALES,"['25 Céntimos. Torralba de Calatrava (C. Real), C...', '25 Céntimos. Torralba de Calatrava (C. Real), C...']",['Lot No 305: 26ª Subasta Online · 24.05.16'],50 €,18497
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26965_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26965_b.jpg']",Lot 306,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18498/26a-subasta-online-24-05-16,"1 Peseta. Torralba de Calatrava (C. Real), C.M. Tampón en reverso. De cartulina. Protura en pico y algo sucio, si no BC+. Raro",BILLETES LOCALES,"['1 Peseta. Torralba de Calatrava (C. Real), C...', '1 Peseta. Torralba de Calatrava (C. Real), C...']",['Lot No 306: 26ª Subasta Online · 24.05.16'],60 €,18498
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26994_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26994_b.jpg']",Lot 307,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18499/26a-subasta-online-24-05-16,"25 Céntimos. Tortosa (Tarragona), Ay. 9 Noviembre 1937. MBC-",BILLETES LOCALES,"['25 Céntimos. Tortosa (Tarragona), Ay. 9 Noviembre 1937...', '25 Céntimos. Tortosa (Tarragona), Ay. 9 Noviembre 1937...']",['Lot No 307: 26ª Subasta Online · 24.05.16'],7 €,18499
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26949_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26949_b.jpg']",Lot 308,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18500/26a-subasta-online-24-05-16,"20 Céntimos. Tremp (Lérida), C.M. Algo sucio, si no BC+",BILLETES LOCALES,"['20 Céntimos. Tremp (Lérida), C.M. Algo sucio, si no BC+', '20 Céntimos. Tremp (Lérida), C.M. Algo sucio, si no BC+']",['Lot No 308: 26ª Subasta Online · 24.05.16'],6 €,18500
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26948_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26948_b.jpg']",Lot 309,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18501/26a-subasta-online-24-05-16,"50 Céntimos. Tremp (Lérida), C.M. Serie A. EBC-",BILLETES LOCALES,"['50 Céntimos. Tremp (Lérida), C.M. Serie A...', '50 Céntimos. Tremp (Lérida), C.M. Serie A...']",['Lot No 309: 26ª Subasta Online · 24.05.16'],10 €,18501
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26950_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26950_b.jpg']",Lot 310,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18502/26a-subasta-online-24-05-16,"10 Céntimos. Valls (Tarragona), Ay. 29 Septiembre 1937. Algo sucio y ligera grieta, si no BC+",BILLETES LOCALES,"['10 Céntimos. Valls (Tarragona), Ay. 29 Septiembre 1937...', '10 Céntimos. Valls (Tarragona), Ay. 29 Septiembre 1937...']",['Lot No 310: 26ª Subasta Online · 24.05.16'],7 €,18502
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26951_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26951_b.jpg']",Lot 311,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18503/26a-subasta-online-24-05-16,"50 Céntimos. Valls (Tarragona), Ay. 19 Mayo 1937. Sucio, si no BC",BILLETES LOCALES,"['50 Céntimos. Valls (Tarragona), Ay. 19 Mayo 1937...', '50 Céntimos. Valls (Tarragona), Ay. 19 Mayo 1937...']",['Lot No 311: 26ª Subasta Online · 24.05.16'],9 €,18503
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26952_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26952_b.jpg']",Lot 312,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18504/26a-subasta-online-24-05-16,"Verges (Gerona), Ay. Lote de 2 billetes. 50 Céntimos y 1 Peseta. SC",BILLETES LOCALES,"['Verges (Gerona), Ay. Lote de 2 billetes. 50 Céntimos y 1 Peseta...', 'Verges (Gerona), Ay. Lote de 2 billetes. 50 Céntimos y 1 Peseta...']",['Lot No 312: 26ª Subasta Online · 24.05.16'],18 €,18504
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26953_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26953_b.jpg']",Lot 313,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18505/26a-subasta-online-24-05-16,"50 Céntimos. Vic (Barcelona), Ay. 7 Junio 1937. Serie A. MBC",BILLETES LOCALES,"['50 Céntimos. Vic (Barcelona), Ay. 7 Junio 1937...', '50 Céntimos. Vic (Barcelona), Ay. 7 Junio 1937...']",['Lot No 313: 26ª Subasta Online · 24.05.16'],10 €,18505
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26954_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26954_b.jpg']",Lot 314,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18506/26a-subasta-online-24-05-16,"1 Peseta. Viladrau (Gerona), Ay. Agosto 1937. Rotura en pico siperior, si no MBC-",BILLETES LOCALES,"['1 Peseta. Viladrau (Gerona), Ay. Agosto 1937...', '1 Peseta. Viladrau (Gerona), Ay. Agosto 1937...']",['Lot No 314: 26ª Subasta Online · 24.05.16'],12 €,18506
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26956_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26956_b.jpg']",Lot 315,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18507/26a-subasta-online-24-05-16,"25 Céntimos. Vilafranca del Penedés (Barcelona), C.M. 1 Abril 1937. EBC",BILLETES LOCALES,"['25 Céntimos. Vilafranca del Penedés (Barcelona), C...', '25 Céntimos. Vilafranca del Penedés (Barcelona), C...']",['Lot No 315: 26ª Subasta Online · 24.05.16'],10 €,18507
"['http://subastas.numismaticaycoleccionismo.es/imagenes/26955_a.jpg', 'http://subastas.numismaticaycoleccionismo.es/imagenes/26955_b.jpg']",Lot 316,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18508/26a-subasta-online-24-05-16,"50 Céntimos. Vilassar de Mar (Barcelona), C.M. Sucio, si no BC-",BILLETES LOCALES,"['50 Céntimos. Vilassar de Mar (Barcelona), C...', '50 Céntimos. Vilassar de Mar (Barcelona), C...']",['Lot No 316: 26ª Subasta Online · 24.05.16'],10 €,18508
['http://subastas.numismaticaycoleccionismo.es/imagenes/26957_a.jpg'],Lot 317,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18509/26a-subasta-online-24-05-16,"Vilanova y La Geltrú (Barcelona), C.M. Lote de 2 billetes. 25 Céntimos y 1 Peseta. Mayo 1937. Serie A. Sello en seco. MBC+ a BC+",BILLETES LOCALES,"['Vilanova y La Geltrú (Barcelona), C.M. Lote de 2 billetes...']",['Lot No 317: 26ª Subasta Online · 24.05.16'],10 €,18509
['http://subastas.numismaticaycoleccionismo.es/imagenes/26967_a.jpg'],Lot 318,http://subastas.numismaticaycoleccionismo.es//index/viewBatch/18510/26a-subasta-online-24-05-16,"Lote de 9 billetes. Albanchez, Albacete, Alicante, Badajoz, Manzanares (2), Daimiel (2) y Murcia. Todos con bastantes roturas y celo. MC",BILLETES LOCALES,"['Lote de 9 billetes. Albanchez, Albacete, Alicante, Badajoz, Manzanares (2), Daimiel (2) y Murcia...']",['Lot No 318: 26ª Subasta Online · 24.05.16'],12 €,18510
